defaulted;term;property_type;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;family_status;credit_amount
no;23;house;64000.0;0;1;False;False;male;26;47;True;single;221000.0
no;15;house;70000.0;2;2;False;True;male;28;52;True;widowed;464000.0
no;14;apartment;77800.0;2;2;True;True;male;30;77;False;divorced;299000.0
no;18;apartment;79700.0;0;1;False;True;male;30;75;False;divorced;240000.0
no;15;apartment;81500.0;1;1;True;True;female;30;78;False;divorced;441000.0
no;24;house;70500.0;1;1;False;False;male;21;42;True;divorced;806868.0
no;20;apartment;63300.0;1;1;True;True;female;22;48;True;single;583854.0
no;27;house;97500.0;2;2;True;False;male;18;43;True;single;720000.0
no;7;apartment;108000.0;2;3;True;True;male;29;52;True;divorced;178000.0
no;30;house;78900.0;1;1;True;False;male;19;43;True;single;635000.0
no;10;apartment;73600.0;2;2;True;True;male;30;58;True;divorced;221000.0
no;22;apartment;78600.0;1;1;True;False;female;22;48;True;divorced;748000.0
yes;13;house;75500.0;2;1;True;True;female;30;54;True;married;459234.0
no;21;house;94500.0;2;1;False;True;male;24;47;True;divorced;649000.0
no;11;house;81100.0;1;1;True;False;male;30;56;True;married;404000.0
no;23;apartment;102000.0;1;2;True;True;male;22;44;True;widowed;482000.0
no;13;house;108600.0;1;1;False;True;male;30;55;True;widowed;361000.0
no;8;house;72300.0;2;2;True;True;male;30;56;True;single;205000.0
no;15;apartment;73400.0;2;1;True;False;female;30;65;True;single;273000.0
no;11;apartment;99000.0;0;1;False;True;female;30;69;False;married;310155.0
no;12;apartment;77400.0;1;1;True;False;female;30;53;True;married;420000.0
no;14;apartment;67100.0;1;2;False;True;male;30;54;True;married;287000.0
no;18;apartment;82600.0;2;3;True;True;male;22;47;True;married;462000.0
no;11;apartment;66300.0;2;3;False;False;male;30;63;True;widowed;213000.0
no;21;apartment;95400.0;0;1;True;True;female;19;43;True;single;370000.0
yes;16;house;63100.0;1;1;False;False;female;26;47;True;married;304000.0
no;15;apartment;60300.0;2;3;False;True;male;20;45;False;divorced;178000.0
no;31;house;60600.0;1;2;True;False;male;23;44;True;divorced;310000.0
no;18;house;73700.0;1;1;False;False;male;19;45;True;married;471417.0
no;19;apartment;61400.0;3;3;False;False;male;20;45;True;married;407000.0
no;22;apartment;87100.0;2;1;True;True;male;28;48;True;married;792000.0
no;10;apartment;113700.0;2;1;True;False;male;30;56;True;widowed;269000.0
no;17;apartment;90000.0;1;1;False;False;male;21;46;True;married;648000.0
yes;25;house;75100.0;2;3;False;False;male;29;46;True;divorced;669000.0
no;23;house;65500.0;1;1;True;True;female;24;47;True;married;675000.0
no;17;apartment;64600.0;1;2;True;True;female;30;72;False;widowed;243000.0
no;27;house;86100.0;2;1;False;True;female;21;43;True;married;661000.0
no;19;apartment;62200.0;2;3;True;False;male;21;45;False;single;251000.0
no;8;apartment;70600.0;0;1;False;False;male;30;61;True;divorced;88000.0
no;11;apartment;113200.0;2;3;True;False;female;25;48;True;single;395000.0
no;12;house;110300.0;0;1;False;False;female;30;57;True;single;403434.0
no;14;apartment;74200.0;1;2;True;True;female;30;75;False;single;224000.0
no;5;apartment;109900.0;2;1;True;True;female;30;76;False;divorced;232000.0
no;20;apartment;101100.0;0;1;True;True;male;29;53;True;single;603000.0
no;18;house;68200.0;2;2;False;False;male;27;52;True;single;451000.0
no;8;house;99600.0;0;1;False;False;male;30;63;False;married;236000.0
no;15;house;88100.0;2;2;True;False;male;21;48;True;single;581000.0
no;9;apartment;76200.0;2;3;False;True;male;30;69;False;widowed;231105.0
no;8;house;104900.0;1;1;True;False;male;30;73;False;single;305000.0
no;16;apartment;84500.0;1;1;True;False;male;22;49;True;married;474000.0
no;9;house;62800.0;1;2;False;False;male;30;61;True;divorced;108438.0
no;13;house;85800.0;2;2;True;True;female;30;58;True;single;327000.0
no;6;house;75800.0;2;3;True;True;male;30;61;True;divorced;125000.0
no;19;apartment;68100.0;2;3;True;True;female;30;80;False;married;319000.0
no;13;house;103000.0;3;4;True;True;male;30;69;False;single;458000.0
yes;8;apartment;102600.0;0;1;False;False;female;30;76;False;single;240219.0
no;8;apartment;90600.0;1;1;True;True;male;30;67;True;single;250356.0
no;7;apartment;71900.0;1;1;False;False;male;30;55;True;married;120621.0
no;10;apartment;79000.0;1;1;False;False;male;25;53;True;divorced;294000.0
no;12;apartment;112400.0;2;1;False;True;male;27;47;True;single;635562.0
no;15;house;85200.0;2;1;False;False;male;30;58;True;single;398000.0
no;19;apartment;106400.0;2;1;False;True;female;18;41;True;single;818000.0
no;5;house;84300.0;2;2;True;False;male;30;65;True;married;139872.0
no;18;house;64400.0;1;2;False;True;male;23;48;False;married;330000.0
no;7;house;122900.0;2;3;True;False;male;30;56;True;single;240000.0
no;8;house;109000.0;1;1;False;False;female;30;59;True;divorced;312201.0
no;7;house;73400.0;0;1;True;True;male;30;51;True;single;81096.0
no;23;house;73400.0;1;2;False;False;female;17;42;True;single;447000.0
no;12;house;103700.0;1;2;True;False;male;30;63;False;widowed;482000.0
no;10;apartment;79100.0;1;2;True;False;female;30;53;True;divorced;238000.0
no;10;house;140700.0;1;2;True;False;female;30;69;False;single;495000.0
no;16;apartment;68600.0;1;1;True;False;male;30;58;True;widowed;534192.0
no;5;house;72300.0;1;1;True;False;male;30;63;True;single;147963.0
no;29;house;62200.0;3;3;True;True;female;19;42;True;divorced;854000.0
no;17;house;68200.0;1;1;True;True;male;27;49;True;single;427000.0
no;18;house;107700.0;1;1;True;True;female;27;50;True;married;707000.0
no;8;house;87300.0;2;1;False;True;male;30;75;False;single;303000.0
no;9;house;110500.0;1;1;True;True;male;28;52;True;widowed;304000.0
no;14;house;86300.0;2;2;True;True;male;27;51;True;married;469000.0
no;12;house;88200.0;2;2;False;False;female;25;49;True;divorced;455000.0
no;13;house;133300.0;2;3;False;True;male;24;47;True;married;646000.0
no;16;apartment;70000.0;2;3;True;False;male;24;48;False;single;226000.0
no;18;house;104200.0;2;2;False;False;female;28;51;True;single;508000.0
no;23;house;62000.0;0;1;True;False;male;23;46;True;married;294000.0
no;15;house;76600.0;2;2;False;False;male;25;51;True;single;490000.0
no;13;house;111500.0;0;1;True;False;male;30;58;True;married;361863.0
no;24;house;67800.0;1;1;False;True;male;21;44;True;married;457188.0
no;18;house;65300.0;2;2;True;False;male;24;48;True;divorced;323000.0
no;13;apartment;112500.0;3;4;True;True;male;30;56;True;divorced;381114.0
no;6;house;116800.0;1;2;True;False;female;29;54;True;divorced;187000.0
no;13;house;103700.0;1;1;True;True;male;30;76;False;single;578000.0
no;6;apartment;85300.0;2;1;True;False;male;30;58;True;married;232128.0
no;9;house;81400.0;1;1;False;False;female;30;70;False;single;244000.0
no;14;house;104600.0;1;2;False;True;male;30;79;False;married;355818.0
no;5;house;118400.0;2;1;False;True;female;30;63;True;divorced;216000.0
no;21;apartment;116300.0;2;2;True;False;female;19;42;True;single;809000.0
no;20;apartment;90400.0;2;1;True;True;male;26;46;True;single;592038.0
no;14;house;74500.0;1;1;True;True;male;26;49;True;single;277000.0
no;15;apartment;106200.0;1;2;True;True;female;25;49;True;single;411000.0
no;12;house;64700.0;1;1;True;True;male;30;54;True;divorced;353000.0
no;15;house;139500.0;1;2;False;False;female;23;46;True;single;593000.0
no;19;apartment;70900.0;1;1;True;False;male;16;43;True;married;330000.0
no;6;apartment;141900.0;0;1;True;True;female;30;65;True;single;226000.0
no;21;apartment;79200.0;1;1;True;False;male;27;49;True;single;753000.0
no;23;apartment;96900.0;1;1;False;True;male;22;47;True;married;583854.0
no;12;apartment;88500.0;2;2;False;True;male;30;73;False;single;362886.0
no;15;house;102300.0;2;2;False;True;female;21;47;True;divorced;652000.0
no;6;house;65400.0;3;2;True;False;female;30;59;True;divorced;110000.0
no;16;apartment;85300.0;1;2;False;True;male;30;52;True;single;386000.0
no;15;apartment;98700.0;0;1;True;False;female;29;51;True;single;271000.0
no;16;apartment;94800.0;0;1;False;False;male;28;49;True;single;299000.0
no;23;house;79500.0;1;2;False;True;male;17;42;True;married;326430.0
yes;8;house;77000.0;3;3;True;False;female;30;78;False;single;253000.0
no;18;apartment;106800.0;2;3;True;True;male;22;42;True;single;403000.0
no;9;apartment;75000.0;1;1;True;False;male;30;55;True;single;302064.0
no;22;house;85000.0;2;2;True;True;male;18;42;True;single;484000.0
no;19;house;124100.0;2;3;False;False;male;18;42;True;widowed;645000.0
yes;25;apartment;72900.0;3;3;False;False;female;25;41;True;divorced;607000.0
no;15;apartment;80400.0;2;2;True;False;male;24;48;True;single;306000.0
no;18;apartment;77400.0;2;1;False;True;female;25;46;True;divorced;578000.0
no;10;apartment;83000.0;2;2;False;True;male;29;52;True;married;362000.0
no;6;house;72000.0;1;1;True;True;female;30;61;False;single;176000.0
no;14;apartment;133100.0;1;1;True;False;male;30;56;True;single;525078.0
no;19;house;101700.0;3;4;True;True;male;30;54;True;divorced;394000.0
no;33;house;87800.0;2;1;True;True;male;19;43;True;divorced;981243.0
no;16;house;84700.0;2;1;True;False;male;25;48;True;married;334000.0
no;11;house;71000.0;1;2;False;True;male;30;75;False;married;160000.0
no;22;apartment;67700.0;3;3;False;False;female;22;45;True;single;690000.0
no;7;house;72200.0;1;2;True;False;female;29;51;True;divorced;134000.0
no;12;apartment;144000.0;0;1;True;True;male;30;65;False;married;372000.0
no;12;apartment;83300.0;2;3;True;True;female;28;53;True;single;248310.0
no;16;apartment;60000.0;1;1;False;False;female;21;43;True;single;240000.0
no;10;house;68100.0;0;1;False;True;female;30;79;False;divorced;180000.0
no;20;house;85400.0;1;1;True;False;male;25;44;True;widowed;841000.0
no;23;apartment;95800.0;0;1;True;False;male;20;46;True;divorced;653000.0
no;5;house;100500.0;3;4;False;False;male;30;70;False;widowed;187000.0
no;6;apartment;93300.0;1;1;False;True;female;30;53;True;divorced;203000.0
no;10;apartment;65400.0;2;3;False;False;male;30;74;False;single;119000.0
no;20;house;69600.0;2;2;False;False;female;26;44;True;single;612312.0
no;14;house;79300.0;2;1;True;False;male;26;52;True;married;423000.0
no;16;house;113100.0;3;4;True;True;male;30;51;True;married;723000.0
no;23;apartment;64700.0;2;1;False;True;male;23;44;True;single;673000.0
no;18;house;81000.0;1;1;True;True;female;18;43;True;married;434000.0
no;6;apartment;91900.0;0;1;True;False;male;30;72;False;divorced;121000.0
no;22;house;90200.0;1;2;False;True;male;21;47;True;divorced;601000.0
no;10;house;94100.0;3;4;False;True;male;30;73;False;married;339000.0
no;14;apartment;104400.0;2;3;False;False;male;26;50;True;divorced;482484.0
no;14;apartment;120900.0;0;1;False;False;male;27;48;True;single;381000.0
yes;12;house;64000.0;1;1;False;False;female;30;68;False;divorced;332000.0
yes;12;house;74000.0;1;1;False;True;female;25;44;True;married;355000.0
no;7;house;94400.0;2;2;True;False;male;30;57;True;married;302000.0
yes;18;apartment;90000.0;1;1;False;False;female;30;53;True;divorced;540000.0
no;12;house;135000.0;1;2;True;False;male;30;75;False;single;488000.0
no;16;apartment;90200.0;2;2;False;False;female;30;71;False;single;645000.0
no;23;house;88800.0;3;3;True;False;female;23;45;True;married;565626.0
no;14;apartment;70500.0;1;1;True;True;male;19;42;True;divorced;436000.0
no;16;house;96400.0;2;2;True;False;male;23;47;True;widowed;730000.0
no;21;apartment;78300.0;2;1;True;True;female;21;43;True;divorced;706000.0
no;19;house;89800.0;1;2;False;False;male;26;50;True;divorced;568000.0
no;5;house;69100.0;1;1;True;True;male;30;55;True;divorced;147963.0
no;20;apartment;74100.0;3;4;False;False;male;30;57;True;widowed;359910.0
no;18;apartment;89400.0;2;2;True;True;male;24;45;True;single;608000.0
no;13;apartment;86200.0;2;1;True;True;male;30;54;True;divorced;307000.0
no;20;apartment;86200.0;1;2;True;False;male;18;41;True;divorced;601152.0
no;23;apartment;91300.0;2;2;True;True;male;18;41;True;single;834000.0
yes;23;house;93300.0;2;2;True;False;female;25;43;True;married;776000.0
no;11;house;95300.0;1;2;False;False;male;25;52;True;married;267000.0
no;11;house;73100.0;2;2;False;True;male;29;52;True;single;381000.0
no;14;apartment;68200.0;1;2;True;True;male;22;49;False;single;196695.0
no;15;apartment;70000.0;1;1;True;True;male;30;79;False;single;375000.0
no;20;apartment;62500.0;1;1;True;True;male;18;42;True;widowed;579855.0
no;10;apartment;81200.0;1;1;False;True;male;30;74;False;married;244311.0
no;8;house;115100.0;3;4;True;True;male;30;53;True;widowed;294000.0
no;14;apartment;70200.0;2;1;True;False;female;30;57;True;divorced;257000.0
no;27;house;121500.0;0;1;False;True;female;18;42;True;divorced;1074522.0
no;15;apartment;63600.0;2;3;True;False;female;30;59;False;married;235000.0
no;11;apartment;76700.0;2;2;True;True;female;30;70;False;single;417000.0
no;5;apartment;152500.0;2;3;True;True;male;30;56;True;married;156000.0
no;23;house;77300.0;1;1;False;False;female;20;42;True;divorced;551000.0
no;17;house;65100.0;1;1;False;True;male;18;41;True;single;399000.0
no;6;house;84400.0;1;2;True;False;female;30;59;True;widowed;92256.0
no;17;house;114700.0;0;1;True;True;male;30;73;False;married;358887.0
yes;13;apartment;60100.0;3;3;True;False;male;30;59;True;married;332000.0
no;28;house;72600.0;2;2;True;False;male;30;49;True;married;846000.0
no;22;house;69800.0;1;2;False;True;female;29;51;True;married;384000.0
no;17;house;106000.0;2;3;True;False;male;19;43;True;single;535215.0
no;19;house;121700.0;1;1;False;True;male;30;50;True;widowed;938000.0
no;7;apartment;71200.0;0;1;True;True;male;30;62;True;widowed;112000.0
no;17;house;87700.0;1;1;True;True;male;30;53;True;single;546000.0
no;16;house;68400.0;2;2;False;True;female;28;51;True;married;455000.0
no;26;house;122700.0;0;1;False;True;male;15;42;True;divorced;951000.0
no;18;apartment;80300.0;1;1;False;True;male;22;42;True;married;464000.0
no;8;house;79600.0;2;2;True;False;male;30;63;True;married;282813.0
no;10;house;86000.0;2;2;True;True;male;30;56;True;divorced;206000.0
no;10;apartment;66400.0;1;1;False;False;male;30;65;True;divorced;163000.0
yes;30;apartment;85600.0;2;2;True;False;female;22;45;True;divorced;1349244.0
no;23;apartment;62100.0;0;1;True;False;male;24;43;True;single;345000.0
no;15;apartment;80800.0;1;1;True;True;male;30;48;True;single;601000.0
no;28;house;61700.0;1;2;False;True;female;21;42;True;divorced;296000.0
yes;22;house;72600.0;0;1;True;False;female;26;47;True;married;297000.0
no;8;house;65600.0;4;4;True;False;male;30;55;True;married;258000.0
no;9;apartment;62600.0;1;1;False;False;female;30;55;True;divorced;160000.0
no;20;apartment;123400.0;1;1;True;False;female;25;48;True;widowed;1222485.0
no;7;house;75300.0;2;2;True;False;male;29;54;True;married;177000.0
no;11;apartment;68300.0;3;3;True;False;male;30;54;True;single;375000.0
no;15;apartment;65700.0;1;2;True;True;female;30;52;True;divorced;239000.0
no;20;apartment;108700.0;0;1;True;True;female;20;45;True;married;483000.0
no;12;house;78600.0;2;2;True;True;male;30;58;True;single;375000.0
no;16;house;90800.0;1;1;True;False;male;23;46;True;single;344000.0
no;29;apartment;112700.0;0;1;False;True;male;22;43;True;married;1012000.0
no;20;house;94600.0;1;2;False;True;male;23;44;True;single;518010.0
no;8;house;65200.0;1;1;True;True;male;30;69;False;married;208785.0
no;22;apartment;64600.0;2;1;True;False;male;27;51;True;married;412000.0
no;7;house;73000.0;1;1;True;True;male;30;55;True;divorced;208000.0
no;8;house;109400.0;1;1;False;True;female;30;56;True;married;387000.0
no;16;house;86800.0;0;1;True;True;male;27;49;True;married;356000.0
no;13;house;97200.0;3;2;True;True;male;30;52;True;divorced;319000.0
no;16;apartment;72100.0;1;1;True;False;male;25;49;True;divorced;364932.0
no;26;house;96100.0;3;4;True;False;male;20;43;True;divorced;918375.0
no;6;apartment;71800.0;2;2;True;True;male;30;51;True;single;106000.0
no;24;house;98800.0;1;1;True;True;male;22;41;True;single;635000.0
no;17;apartment;111300.0;0;1;False;True;male;23;46;True;married;532000.0
yes;5;house;91800.0;0;1;False;True;female;28;48;True;divorced;155000.0
no;18;apartment;93200.0;1;2;True;True;female;30;59;True;single;311000.0
no;5;apartment;62500.0;2;2;True;False;male;23;49;True;married;120000.0
no;15;house;117500.0;1;1;True;True;male;28;50;True;married;498000.0
no;18;house;99500.0;3;3;True;True;female;30;54;True;single;802000.0
no;16;apartment;75500.0;2;3;False;True;female;20;44;True;divorced;269000.0
no;15;apartment;95900.0;2;2;True;True;female;27;53;True;single;363000.0
no;17;apartment;63900.0;1;1;True;False;female;29;49;True;married;313000.0
no;26;apartment;95200.0;1;1;True;False;male;20;42;True;divorced;565626.0
no;15;apartment;79300.0;1;2;False;True;female;27;52;True;single;258000.0
no;20;house;95500.0;0;1;False;True;female;21;46;True;single;423000.0
yes;15;house;80700.0;1;1;False;False;female;30;72;False;divorced;579000.0
no;12;house;103000.0;2;3;False;True;male;30;50;True;married;396366.0
no;18;apartment;70700.0;2;2;False;False;male;30;47;True;single;450000.0
no;15;apartment;95500.0;1;2;False;True;female;30;53;True;married;442000.0
no;5;house;79200.0;2;2;True;False;female;30;65;True;single;149000.0
no;17;house;103100.0;2;2;True;False;male;26;48;True;single;775000.0
no;14;house;93800.0;1;1;False;False;male;30;58;True;divorced;588969.0
no;10;apartment;68300.0;2;2;True;False;male;28;51;True;widowed;169000.0
yes;14;house;101200.0;0;1;False;False;female;30;66;True;divorced;345000.0
no;24;apartment;85600.0;3;4;True;True;male;20;43;True;married;715000.0
no;26;house;114300.0;0;1;False;True;female;17;41;True;married;796000.0
no;10;apartment;77400.0;2;2;True;False;female;30;67;True;single;200000.0
no;13;house;118200.0;1;2;True;True;male;29;50;True;single;529000.0
no;15;apartment;84600.0;1;1;True;False;female;30;53;True;married;417000.0
no;21;apartment;71800.0;1;1;True;True;male;21;43;True;divorced;424000.0
no;19;house;109100.0;2;2;True;False;male;22;46;True;divorced;803892.0
yes;10;apartment;80100.0;2;3;True;False;male;30;61;True;married;241000.0
no;7;house;77700.0;1;1;True;True;male;30;77;False;divorced;165000.0
no;5;apartment;81400.0;1;1;True;False;female;26;54;True;single;137826.0
no;11;apartment;75700.0;1;1;False;False;male;30;75;False;widowed;349000.0
no;18;house;72100.0;1;1;False;False;female;18;43;True;single;474000.0
no;10;apartment;132400.0;0;1;True;True;female;30;68;False;divorced;398412.0
yes;22;house;74900.0;3;4;False;False;male;30;46;True;married;528000.0
no;16;house;111200.0;1;2;False;False;female;30;52;True;single;359000.0
no;14;apartment;65100.0;1;1;False;True;male;27;50;True;married;255000.0
no;16;apartment;67100.0;2;2;False;False;female;30;53;True;single;412000.0
no;14;apartment;108100.0;0;1;True;True;female;30;73;False;single;271653.0
no;11;apartment;85100.0;2;3;False;False;female;30;60;False;single;233000.0
no;5;house;74900.0;0;1;False;False;male;30;53;True;widowed;78027.0
no;5;house;78600.0;1;1;True;False;female;29;53;True;divorced;144987.0
no;27;house;79600.0;3;2;False;True;female;21;42;True;divorced;656000.0
no;18;apartment;77100.0;1;1;False;False;male;26;46;True;single;594000.0
yes;24;apartment;63500.0;3;4;False;False;male;21;44;True;married;412548.0
no;13;apartment;76500.0;2;2;False;False;male;30;67;True;widowed;348000.0
yes;10;house;61100.0;2;3;False;True;male;30;70;False;divorced;151000.0
no;21;apartment;107300.0;1;2;True;True;male;24;48;True;widowed;554466.0
no;22;apartment;75500.0;1;1;True;False;male;30;65;True;single;661000.0
no;12;apartment;88600.0;2;2;True;True;male;30;59;True;single;392000.0
no;10;apartment;77000.0;2;2;True;False;female;30;65;True;single;200000.0
no;9;house;90300.0;2;1;True;True;male;30;58;True;divorced;222000.0
no;6;apartment;85100.0;2;2;True;True;female;30;58;True;widowed;206000.0
no;15;apartment;107500.0;1;1;True;True;male;29;53;True;married;410595.0
no;16;house;97200.0;3;4;True;False;male;22;48;True;divorced;343000.0
no;14;apartment;64600.0;2;2;True;False;female;30;53;True;single;225060.0
no;14;house;81400.0;1;1;True;False;female;29;52;True;single;399000.0
no;10;house;88600.0;2;1;True;False;female;30;77;False;married;260493.0
no;10;apartment;79400.0;3;4;False;False;male;30;68;False;single;179000.0
no;7;apartment;74600.0;2;2;True;True;male;30;53;True;married;183000.0
yes;12;house;81400.0;2;2;False;False;female;30;54;True;single;305000.0
no;15;house;84600.0;0;1;False;True;female;30;72;False;married;393000.0
no;9;house;112900.0;0;1;False;True;female;30;56;True;married;209000.0
no;16;apartment;126600.0;0;1;True;False;female;30;66;False;married;672111.0
no;21;house;95000.0;0;1;True;True;male;22;46;True;widowed;384183.0
no;24;apartment;82400.0;0;1;True;True;female;19;43;True;divorced;459234.0
no;22;house;80600.0;2;2;True;True;male;15;42;True;married;690339.0
no;15;house;87400.0;1;2;False;True;male;21;44;True;single;372000.0
no;16;house;78200.0;2;3;False;True;male;18;45;True;divorced;268000.0
no;14;house;71400.0;1;1;True;True;male;30;73;False;widowed;499782.0
no;5;house;85800.0;2;1;False;False;male;30;63;True;single;140895.0
yes;8;apartment;62200.0;3;2;False;True;female;30;71;False;divorced;249000.0
no;14;house;111600.0;0;1;False;True;female;26;49;True;married;403434.0
yes;9;apartment;68700.0;2;1;False;True;male;30;65;True;widowed;275000.0
no;14;apartment;112400.0;2;3;True;False;male;30;68;False;widowed;567672.0
no;6;house;116200.0;1;2;False;False;female;30;58;True;single;183000.0
no;22;apartment;80500.0;2;2;True;True;male;23;45;True;divorced;690000.0
no;15;apartment;100000.0;0;1;False;True;male;30;65;False;divorced;240219.0
no;5;house;90800.0;1;1;True;True;female;30;65;True;married;170000.0
no;16;apartment;67600.0;1;1;True;True;female;30;56;True;single;391251.0
no;9;house;83200.0;2;3;False;True;male;30;66;True;married;210000.0
no;5;apartment;70400.0;2;3;False;True;female;30;55;True;married;77004.0
no;6;house;83400.0;2;3;False;False;male;30;57;True;single;151000.0
no;8;apartment;66600.0;1;1;False;True;male;30;54;True;married;150000.0
no;12;house;96900.0;1;2;False;False;male;26;50;True;single;265000.0
no;21;house;103800.0;1;2;True;False;male;25;48;True;divorced;697000.0
no;6;house;103300.0;1;1;True;True;female;30;54;True;single;258000.0
no;19;apartment;121200.0;0;1;True;True;female;18;44;True;single;740000.0
no;11;apartment;117400.0;1;2;False;True;male;21;44;True;widowed;381000.0
no;19;house;83100.0;2;2;True;True;male;18;42;True;married;737000.0
no;14;apartment;113000.0;3;2;True;False;female;25;47;True;married;518000.0
no;10;house;92000.0;1;1;True;True;male;30;61;False;divorced;344000.0
yes;14;house;75000.0;0;1;True;False;female;25;44;True;widowed;202740.0
no;9;apartment;134400.0;0;1;True;False;female;30;63;True;single;422000.0
no;14;house;70300.0;1;1;True;True;female;27;50;True;divorced;283000.0
no;13;apartment;79200.0;3;4;True;False;male;17;41;True;married;235197.0
no;15;apartment;83700.0;2;1;False;True;male;24;48;True;divorced;400000.0
no;19;apartment;74600.0;1;1;True;True;male;25;48;True;married;390000.0
no;14;apartment;81200.0;2;1;True;False;male;30;55;True;divorced;383160.0
no;14;house;65400.0;2;1;False;True;female;30;53;True;married;310000.0
no;22;house;65800.0;1;2;True;True;female;18;41;True;married;237000.0
no;16;house;80000.0;2;3;True;False;male;25;46;True;married;430000.0
no;19;house;64800.0;2;1;True;False;male;27;50;True;single;565000.0
no;19;house;82100.0;1;1;True;True;male;26;46;True;widowed;492621.0
no;10;house;88000.0;3;4;True;False;male;30;61;True;single;249333.0
no;21;apartment;70900.0;0;1;True;False;male;24;44;True;divorced;379000.0
no;19;apartment;61900.0;2;2;True;False;male;23;43;True;single;496000.0
no;22;house;95200.0;1;2;True;True;male;17;41;True;single;478485.0
no;24;apartment;63500.0;2;1;True;False;male;21;43;True;single;602000.0
no;19;apartment;104100.0;2;1;True;True;female;23;47;True;widowed;901000.0
no;22;apartment;92400.0;0;1;True;True;female;24;45;True;divorced;590000.0
no;8;house;112500.0;3;4;True;True;female;30;56;True;single;221000.0
no;10;apartment;60200.0;1;1;True;False;male;30;68;False;single;240219.0
yes;22;house;86200.0;0;1;True;False;female;19;41;True;married;520000.0
no;24;apartment;71900.0;2;2;False;True;female;18;43;True;divorced;708000.0
no;15;house;77500.0;1;1;False;True;male;30;71;False;divorced;391000.0
no;26;apartment;144900.0;1;1;False;True;female;27;48;True;divorced;1741000.0
no;26;house;77300.0;2;2;True;True;male;21;45;True;married;849000.0
no;24;apartment;72300.0;2;2;True;True;male;20;44;True;single;768000.0
no;10;apartment;71500.0;2;1;True;False;male;30;73;False;single;213000.0
no;11;apartment;107700.0;2;3;True;True;male;30;63;True;widowed;408000.0
no;13;apartment;113900.0;2;1;False;True;female;20;44;True;married;496713.0
no;16;house;79300.0;0;1;False;True;male;30;53;True;divorced;341000.0
no;15;house;75100.0;3;3;False;False;male;26;51;True;widowed;476000.0
no;14;apartment;81800.0;2;3;False;True;male;30;64;True;widowed;386000.0
no;5;house;84200.0;2;3;True;False;male;30;63;False;single;116622.0
no;15;house;74400.0;0;1;True;False;female;30;60;True;divorced;286000.0
no;21;apartment;83500.0;1;2;True;True;male;22;45;True;married;485553.0
yes;7;apartment;80800.0;2;3;False;True;male;30;56;True;married;175000.0
no;14;house;73100.0;2;2;True;True;female;30;64;True;single;326000.0
no;9;house;92800.0;2;3;True;True;male;30;63;True;married;221991.0
no;10;house;82200.0;0;1;True;True;female;30;65;True;single;221000.0
no;26;house;78800.0;0;1;True;False;male;22;47;True;divorced;299000.0
no;20;house;65300.0;2;2;False;True;male;24;47;True;divorced;487599.0
yes;13;apartment;60600.0;3;4;True;False;male;30;77;False;married;200000.0
no;7;apartment;87300.0;3;2;False;True;male;30;55;True;divorced;225000.0
no;16;apartment;65500.0;0;1;True;False;male;23;45;True;single;186000.0
no;23;apartment;80300.0;2;2;False;True;female;24;47;True;married;664950.0
no;8;house;73900.0;2;1;True;False;male;30;60;True;divorced;138000.0
no;6;house;82800.0;0;1;False;True;male;30;72;False;divorced;151000.0
no;13;apartment;115100.0;0;1;False;False;female;30;53;True;single;309000.0
yes;9;house;66900.0;2;3;True;False;male;30;64;True;divorced;190000.0
no;24;house;116400.0;1;1;False;False;male;18;42;True;single;1197000.0
yes;8;house;101600.0;2;1;True;False;male;30;78;False;divorced;318000.0
yes;23;house;70400.0;1;1;True;True;female;18;42;True;widowed;708000.0
no;20;apartment;79300.0;1;1;True;False;female;25;50;True;single;638631.0
yes;14;apartment;72300.0;2;3;False;False;male;26;49;True;divorced;233000.0
no;7;house;72600.0;2;1;False;True;male;30;58;True;divorced;179000.0
no;11;house;72900.0;2;2;False;True;female;30;61;True;single;321000.0
no;10;house;110000.0;0;1;True;True;female;30;68;False;married;320000.0
yes;14;house;82800.0;3;3;False;False;female;29;52;True;divorced;544329.0
yes;5;house;82400.0;4;4;True;False;female;30;66;True;single;205000.0
no;19;house;73000.0;2;2;True;True;female;25;46;True;divorced;476439.0
yes;14;house;74100.0;3;3;True;False;female;28;50;True;married;345000.0
no;11;house;101000.0;2;3;True;True;female;27;54;True;single;329000.0
no;10;house;77400.0;1;2;True;True;male;30;62;True;divorced;213000.0
no;8;apartment;75300.0;2;1;True;False;male;30;60;True;divorced;161000.0
no;8;apartment;66400.0;1;1;True;True;male;30;62;True;divorced;144000.0
no;19;house;70500.0;2;1;False;True;male;19;41;True;single;454000.0
no;9;apartment;92200.0;1;1;True;False;male;25;49;True;married;337000.0
no;15;apartment;65800.0;1;1;True;True;female;21;44;True;married;263000.0
no;29;house;106700.0;3;4;True;True;male;25;46;True;married;1227000.0
no;12;apartment;81700.0;2;2;False;False;male;30;55;True;married;232000.0
no;11;apartment;78000.0;2;1;True;True;male;30;58;True;single;347000.0
no;11;house;63300.0;2;1;False;False;male;30;67;True;single;169000.0
no;5;apartment;131000.0;0;1;False;False;female;30;60;True;divorced;163000.0
no;17;house;142500.0;1;2;False;False;male;29;55;True;divorced;924000.0
no;14;apartment;64000.0;2;1;True;True;female;30;63;True;married;226000.0
